dataset,year,feature,target,method,r,n
A_portfolio,ALL,volatility_ratio_24_168,return_above_1_percent,spearman,0.09557397648280995,1271
A_portfolio,ALL,natr_ratio_168,return_above_1_percent,pearson,0.04904586270219234,1271
A_portfolio,ALL,natr_ratio_168,return_above_1_percent,spearman,0.052029231539394906,1271
A_portfolio,ALL,up_fraction_24,return_above_1_percent,pearson,0.08692951326839286,1271
A_portfolio,ALL,up_fraction_24,return_above_1_percent,spearman,0.08721254808577421,1271
A_portfolio,ALL,volume_price_interaction,return_above_1_percent,pearson,-0.012638713914432652,1271
A_portfolio,ALL,volume_price_interaction,return_above_1_percent,spearman,0.019774753100749002,1271
A_portfolio,ALL,range_expansion_24,return_above_1_percent,pearson,-0.0225950524450969,1271
A_portfolio,ALL,range_expansion_24,return_above_1_percent,spearman,0.00757320765124489,1271
A_portfolio,ALL,signal_density_168,return_above_1_percent,pearson,0.020042401430601434,1271
A_portfolio,ALL,signal_density_168,return_above_1_percent,spearman,0.018218878961625145,1271
A_portfolio,ALL,ema20_distance,stoploss_hit,pearson,0.12763683997133188,1271
A_portfolio,ALL,ema20_distance,stoploss_hit,spearman,0.1360623153769035,1271
A_portfolio,ALL,ema50_distance,stoploss_hit,pearson,0.04545535194329843,1271
A_portfolio,ALL,ema50_distance,stoploss_hit,spearman,0.07887340804751301,1271
A_portfolio,ALL,ema_gap,stoploss_hit,pearson,-0.15959249597878136,1271
A_portfolio,ALL,ema_gap,stoploss_hit,spearman,-0.07100881322253597,1271
A_portfolio,ALL,ema20_slope_6,stoploss_hit,pearson,0.1568585468867086,1271
A_portfolio,ALL,ema20_slope_6,stoploss_hit,spearman,0.1632265294042782,1271
A_portfolio,ALL,ema50_slope_6,stoploss_hit,pearson,0.02379076734692419,1271
A_portfolio,ALL,ema50_slope_6,stoploss_hit,spearman,0.05893276577875,1271
A_portfolio,ALL,trend_efficiency_20,stoploss_hit,pearson,0.05189542388273106,1271
A_portfolio,ALL,trend_efficiency_20,stoploss_hit,spearman,0.05763693420373186,1271
A_portfolio,ALL,range_ratio,stoploss_hit,pearson,0.19197498161627072,1271
A_portfolio,ALL,range_ratio,stoploss_hit,spearman,0.21352960831109893,1271
A_portfolio,ALL,body_to_range,stoploss_hit,pearson,-0.002734370253249415,1271
A_portfolio,ALL,body_to_range,stoploss_hit,spearman,-0.0008133410949581871,1271
A_portfolio,ALL,close_location,stoploss_hit,pearson,0.004060437031738762,1271
A_portfolio,ALL,close_location,stoploss_hit,spearman,0.002991441238622314,1271
A_portfolio,ALL,natr14,stoploss_hit,pearson,0.3475722635778098,1271
A_portfolio,ALL,natr14,stoploss_hit,spearman,0.2687265192299563,1271
A_portfolio,ALL,return_std_24,stoploss_hit,pearson,0.31365926410456335,1271
A_portfolio,ALL,return_std_24,stoploss_hit,spearman,0.2412728109145456,1271
A_portfolio,ALL,return_std_168,stoploss_hit,pearson,0.30634498042805314,1271
A_portfolio,ALL,return_std_168,stoploss_hit,spearman,0.26743068765493816,1271
A_portfolio,ALL,volatility_percentile_720,stoploss_hit,pearson,0.14191513878378573,1271
A_portfolio,ALL,volatility_percentile_720,stoploss_hit,spearman,0.13658032394061517,1271
A_portfolio,ALL,rsi14,stoploss_hit,pearson,0.05577423969618334,1271
A_portfolio,ALL,rsi14,stoploss_hit,spearman,0.06331653642615175,1271
A_portfolio,ALL,macd_ratio,stoploss_hit,pearson,0.1605274021704137,1271
A_portfolio,ALL,macd_ratio,stoploss_hit,spearman,0.17133236946928523,1271
A_portfolio,ALL,macd_signal_ratio,stoploss_hit,pearson,0.12807469550375225,1271
A_portfolio,ALL,macd_signal_ratio,stoploss_hit,spearman,0.14706309832227016,1271
A_portfolio,ALL,relative_volume_24,stoploss_hit,pearson,-0.013343200902189434,1271
A_portfolio,ALL,relative_volume_24,stoploss_hit,spearman,0.003129295399245906,1271
A_portfolio,ALL,volume_zscore_24,stoploss_hit,pearson,-0.012305218503578963,1271
A_portfolio,ALL,volume_zscore_24,stoploss_hit,spearman,-0.00951195517832456,1271
A_portfolio,ALL,volume_trend_24_168,stoploss_hit,pearson,0.05793293521933713,1271
A_portfolio,ALL,volume_trend_24_168,stoploss_hit,spearman,0.056065393782965205,1271
A_portfolio,ALL,regime_duration,stoploss_hit,pearson,0.13460975783695897,1271
A_portfolio,ALL,regime_duration,stoploss_hit,spearman,0.10376864746920834,1271
A_portfolio,ALL,regime_transition,stoploss_hit,pearson,-0.019512316863687925,1271
A_portfolio,ALL,regime_transition,stoploss_hit,spearman,-0.019512316863687956,1271
A_portfolio,ALL,hour_of_day,stoploss_hit,pearson,0.0004005037206195315,1271
A_portfolio,ALL,hour_of_day,stoploss_hit,spearman,0.0011279894341854565,1271
A_portfolio,ALL,day_of_week,stoploss_hit,pearson,-0.0515604166596974,1271
A_portfolio,ALL,day_of_week,stoploss_hit,spearman,-0.05089535774358832,1271
A_portfolio,ALL,distance_high_24,stoploss_hit,pearson,-0.14834377705548593,1271
A_portfolio,ALL,distance_high_24,stoploss_hit,spearman,-0.08628997599814868,1271
A_portfolio,ALL,distance_low_24,stoploss_hit,pearson,0.26294750751981216,1271
A_portfolio,ALL,distance_low_24,stoploss_hit,spearman,0.24631828279174384,1271
A_portfolio,ALL,distance_high_168,stoploss_hit,pearson,-0.2992199392030958,1271
A_portfolio,ALL,distance_high_168,stoploss_hit,spearman,-0.19969591697566605,1271
A_portfolio,ALL,distance_low_168,stoploss_hit,pearson,0.17919139127412964,1271
A_portfolio,ALL,distance_low_168,stoploss_hit,spearman,0.1783009105455795,1271
A_portfolio,ALL,candles_since_prior_signal,stoploss_hit,pearson,0.06816782637404735,1271
A_portfolio,ALL,candles_since_prior_signal,stoploss_hit,spearman,0.051735376032220275,1271
A_portfolio,ALL,return_1h,stoploss_hit,pearson,0.04151444581907215,1271
A_portfolio,ALL,return_1h,stoploss_hit,spearman,0.011304062675690056,1271
A_portfolio,ALL,return_3h,stoploss_hit,pearson,0.06448980519174732,1271
A_portfolio,ALL,return_3h,stoploss_hit,spearman,0.048304189845721913,1271
A_portfolio,ALL,return_6h,stoploss_hit,pearson,0.052258085248250576,1271
A_portfolio,ALL,return_6h,stoploss_hit,spearman,0.0535564432866535,1271
A_portfolio,ALL,return_12h,stoploss_hit,pearson,0.12705989955566188,1271
A_portfolio,ALL,return_12h,stoploss_hit,spearman,0.1409630401100838,1271
A_portfolio,ALL,return_24h,stoploss_hit,pearson,0.2206905948655096,1271
A_portfolio,ALL,return_24h,stoploss_hit,spearman,0.19440919985843785,1271
A_portfolio,ALL,return_72h,stoploss_hit,pearson,-0.14440586156223115,1271
A_portfolio,ALL,return_72h,stoploss_hit,spearman,-0.08775123288061593,1271
A_portfolio,ALL,return_168h,stoploss_hit,pearson,-0.14370026544594877,1271
A_portfolio,ALL,return_168h,stoploss_hit,spearman,-0.10429376362552821,1271
A_portfolio,ALL,volatility_ratio_24_168,stoploss_hit,pearson,0.05628752960543656,1271
A_portfolio,ALL,volatility_ratio_24_168,stoploss_hit,spearman,0.07270442262388947,1271
A_portfolio,ALL,natr_ratio_168,stoploss_hit,pearson,0.08602347973908155,1271
A_portfolio,ALL,natr_ratio_168,stoploss_hit,spearman,0.07967985642132748,1271
A_portfolio,ALL,up_fraction_24,stoploss_hit,pearson,0.04942496864446432,1271
A_portfolio,ALL,up_fraction_24,stoploss_hit,spearman,0.03586647983568737,1271
A_portfolio,ALL,volume_price_interaction,stoploss_hit,pearson,0.01084271239849736,1271
A_portfolio,ALL,volume_price_interaction,stoploss_hit,spearman,0.012689499625576462,1271
A_portfolio,ALL,range_expansion_24,stoploss_hit,pearson,-0.02654259393599788,1271
A_portfolio,ALL,range_expansion_24,stoploss_hit,spearman,-0.014819350458983915,1271
A_portfolio,ALL,signal_density_168,stoploss_hit,pearson,-0.08316018182847434,1271
A_portfolio,ALL,signal_density_168,stoploss_hit,spearman,-0.08211968018317832,1271
A_portfolio,ALL,ema20_distance,forward_6h_return,pearson,0.027406061558825624,1271
A_portfolio,ALL,ema20_distance,forward_6h_return,spearman,-0.005023476636921061,1271
A_portfolio,ALL,ema50_distance,forward_6h_return,pearson,0.06643578328899405,1271
A_portfolio,ALL,ema50_distance,forward_6h_return,spearman,0.020185834159059023,1271
A_portfolio,ALL,ema_gap,forward_6h_return,pearson,0.12303385350093282,1271
A_portfolio,ALL,ema_gap,forward_6h_return,spearman,0.058767710632522056,1271
A_portfolio,ALL,ema20_slope_6,forward_6h_return,pearson,0.045926213761543246,1271
A_portfolio,ALL,ema20_slope_6,forward_6h_return,spearman,0.021288889517493713,1271
A_portfolio,ALL,ema50_slope_6,forward_6h_return,pearson,0.09237036494228697,1271
A_portfolio,ALL,ema50_slope_6,forward_6h_return,spearman,0.050263661410893924,1271
A_portfolio,ALL,trend_efficiency_20,forward_6h_return,pearson,0.05167129513047174,1271
A_portfolio,ALL,trend_efficiency_20,forward_6h_return,spearman,0.00940478668808235,1271
A_portfolio,ALL,range_ratio,forward_6h_return,pearson,-0.02588198438583966,1271
A_portfolio,ALL,range_ratio,forward_6h_return,spearman,-0.04075261647992233,1271
A_portfolio,ALL,body_to_range,forward_6h_return,pearson,0.01226045312387959,1271
A_portfolio,ALL,body_to_range,forward_6h_return,spearman,0.004405026895649741,1271
A_portfolio,ALL,close_location,forward_6h_return,pearson,0.020008460804913343,1271
A_portfolio,ALL,close_location,forward_6h_return,spearman,-0.018884127044566264,1271
A_portfolio,ALL,natr14,forward_6h_return,pearson,-0.06749279775599562,1271
A_portfolio,ALL,natr14,forward_6h_return,spearman,-0.01950015552124984,1271
A_portfolio,ALL,return_std_24,forward_6h_return,pearson,-0.08683404238944048,1271
A_portfolio,ALL,return_std_24,forward_6h_return,spearman,-0.013234086891551602,1271
A_portfolio,ALL,return_std_168,forward_6h_return,pearson,-0.011949812884116775,1271
A_portfolio,ALL,return_std_168,forward_6h_return,spearman,-0.018527577874299792,1271
A_portfolio,ALL,volatility_percentile_720,forward_6h_return,pearson,-0.041978467683210494,1271
A_portfolio,ALL,volatility_percentile_720,forward_6h_return,spearman,-0.036201883080469524,1271
A_portfolio,ALL,rsi14,forward_6h_return,pearson,0.04750261539373194,1271
A_portfolio,ALL,rsi14,forward_6h_return,spearman,0.004082821465228756,1271
A_portfolio,ALL,macd_ratio,forward_6h_return,pearson,0.049472994643821745,1271
A_portfolio,ALL,macd_ratio,forward_6h_return,spearman,0.02436677252553769,1271
A_portfolio,ALL,macd_signal_ratio,forward_6h_return,pearson,0.05526597994830942,1271
A_portfolio,ALL,macd_signal_ratio,forward_6h_return,spearman,0.026609078022573906,1271
A_portfolio,ALL,relative_volume_24,forward_6h_return,pearson,-0.0156097795699036,1271
A_portfolio,ALL,relative_volume_24,forward_6h_return,spearman,-0.02720264787055115,1271
A_portfolio,ALL,volume_zscore_24,forward_6h_return,pearson,-0.012861858110244071,1271
A_portfolio,ALL,volume_zscore_24,forward_6h_return,spearman,-0.021519360203929798,1271
A_portfolio,ALL,volume_trend_24_168,forward_6h_return,pearson,-0.006049559717918952,1271
A_portfolio,ALL,volume_trend_24_168,forward_6h_return,spearman,0.021482353042938943,1271
A_portfolio,ALL,regime_duration,forward_6h_return,pearson,0.008107376942078085,1271
A_portfolio,ALL,regime_duration,forward_6h_return,spearman,-0.025439638747170076,1271
A_portfolio,ALL,regime_transition,forward_6h_return,pearson,0.0058535748590865504,1271
A_portfolio,ALL,regime_transition,forward_6h_return,spearman,-0.012457179551494736,1271
A_portfolio,ALL,hour_of_day,forward_6h_return,pearson,0.04570836688145193,1271
A_portfolio,ALL,hour_of_day,forward_6h_return,spearman,0.05453950072528216,1271
A_portfolio,ALL,day_of_week,forward_6h_return,pearson,-0.02200303689119162,1271
A_portfolio,ALL,day_of_week,forward_6h_return,spearman,-0.010120802944602455,1271
A_portfolio,ALL,distance_high_24,forward_6h_return,pearson,0.1135888618346443,1271
A_portfolio,ALL,distance_high_24,forward_6h_return,spearman,0.012957579343598633,1271
A_portfolio,ALL,distance_low_24,forward_6h_return,pearson,-0.0038228376783911167,1271
A_portfolio,ALL,distance_low_24,forward_6h_return,spearman,-0.0108814495585733,1271
A_portfolio,ALL,distance_high_168,forward_6h_return,pearson,0.08875944214292059,1271
A_portfolio,ALL,distance_high_168,forward_6h_return,spearman,0.02947830189263692,1271
A_portfolio,ALL,distance_low_168,forward_6h_return,pearson,0.03299826124120339,1271
A_portfolio,ALL,distance_low_168,forward_6h_return,spearman,-0.002668852185380395,1271
A_portfolio,ALL,candles_since_prior_signal,forward_6h_return,pearson,-0.04022806858546802,1271
A_portfolio,ALL,candles_since_prior_signal,forward_6h_return,spearman,-0.05482518011976966,1271
A_portfolio,ALL,return_1h,forward_6h_return,pearson,-0.01428725677301178,1271
A_portfolio,ALL,return_1h,forward_6h_return,spearman,-0.031425876795610014,1271
A_portfolio,ALL,return_3h,forward_6h_return,pearson,-0.025208194949198525,1271
A_portfolio,ALL,return_3h,forward_6h_return,spearman,-0.04192806730441884,1271
A_portfolio,ALL,return_6h,forward_6h_return,pearson,0.02362746484577084,1271
A_portfolio,ALL,return_6h,forward_6h_return,spearman,-0.008042990959428767,1271
A_portfolio,ALL,return_12h,forward_6h_return,pearson,0.04102878950338508,1271
A_portfolio,ALL,return_12h,forward_6h_return,spearman,0.01707748979234728,1271
A_portfolio,ALL,return_24h,forward_6h_return,pearson,-0.013138431468246767,1271
A_portfolio,ALL,return_24h,forward_6h_return,spearman,-0.018941085558195046,1271
A_portfolio,ALL,return_72h,forward_6h_return,pearson,0.0683156637934129,1271
A_portfolio,ALL,return_72h,forward_6h_return,spearman,0.04722568441915531,1271
A_portfolio,ALL,return_168h,forward_6h_return,pearson,0.0796136626270901,1271
A_portfolio,ALL,return_168h,forward_6h_return,spearman,0.007931390874286582,1271
A_portfolio,ALL,volatility_ratio_24_168,forward_6h_return,pearson,-0.03278474534608873,1271
A_portfolio,ALL,volatility_ratio_24_168,forward_6h_return,spearman,-0.01718202391766035,1271
A_portfolio,ALL,natr_ratio_168,forward_6h_return,pearson,-0.0580360733221801,1271
A_portfolio,ALL,natr_ratio_168,forward_6h_return,spearman,-0.033793253872747966,1271
A_portfolio,ALL,up_fraction_24,forward_6h_return,pearson,0.01601243241107658,1271
A_portfolio,ALL,up_fraction_24,forward_6h_return,spearman,-0.011340730575479246,1271
A_portfolio,ALL,volume_price_interaction,forward_6h_return,pearson,-0.019517439824076468,1271
A_portfolio,ALL,volume_price_interaction,forward_6h_return,spearman,-0.025803482623992402,1271
A_portfolio,ALL,range_expansion_24,forward_6h_return,pearson,-0.009650115436186804,1271
A_portfolio,ALL,range_expansion_24,forward_6h_return,spearman,-0.0052229190514524616,1271
A_portfolio,ALL,signal_density_168,forward_6h_return,pearson,0.07778840858432207,1271
A_portfolio,ALL,signal_density_168,forward_6h_return,spearman,0.06249282834110188,1271
A_portfolio,ALL,ema20_distance,forward_12h_return,pearson,0.058790372000304424,1270
A_portfolio,ALL,ema20_distance,forward_12h_return,spearman,0.03176638467674675,1270
A_portfolio,ALL,ema50_distance,forward_12h_return,pearson,0.10264357624932398,1270
A_portfolio,ALL,ema50_distance,forward_12h_return,spearman,0.0634420626276529,1270
A_portfolio,ALL,ema_gap,forward_12h_return,pearson,0.15204718856605307,1270
A_portfolio,ALL,ema_gap,forward_12h_return,spearman,0.10851906104434939,1270
A_portfolio,ALL,ema20_slope_6,forward_12h_return,pearson,0.07567804152980433,1270
A_portfolio,ALL,ema20_slope_6,forward_12h_return,spearman,0.041451462272122486,1270
A_portfolio,ALL,ema50_slope_6,forward_12h_return,pearson,0.12472713656186685,1270
A_portfolio,ALL,ema50_slope_6,forward_12h_return,spearman,0.08482263996760019,1270
A_portfolio,ALL,trend_efficiency_20,forward_12h_return,pearson,0.06752739109483195,1270
A_portfolio,ALL,trend_efficiency_20,forward_12h_return,spearman,0.04299345024913886,1270
A_portfolio,ALL,range_ratio,forward_12h_return,pearson,-0.013937699176431135,1270
A_portfolio,ALL,range_ratio,forward_12h_return,spearman,-0.005515049189586356,1270
A_portfolio,ALL,body_to_range,forward_12h_return,pearson,-0.006093537187075593,1270
A_portfolio,ALL,body_to_range,forward_12h_return,spearman,-0.007413654289915971,1270
A_portfolio,ALL,close_location,forward_12h_return,pearson,0.010966167283477901,1270
A_portfolio,ALL,close_location,forward_12h_return,spearman,0.011536990264338246,1270
A_portfolio,ALL,natr14,forward_12h_return,pearson,-0.033606860600003556,1270
A_portfolio,ALL,natr14,forward_12h_return,spearman,0.011341357745853356,1270
A_portfolio,ALL,return_std_24,forward_12h_return,pearson,-0.031613362901295315,1270
A_portfolio,ALL,return_std_24,forward_12h_return,spearman,0.0128109373441834,1270
A_portfolio,ALL,return_std_168,forward_12h_return,pearson,0.048715435849055876,1270
A_portfolio,ALL,return_std_168,forward_12h_return,spearman,0.009534130144775308,1270
A_portfolio,ALL,volatility_percentile_720,forward_12h_return,pearson,-0.012078957499730597,1270
A_portfolio,ALL,volatility_percentile_720,forward_12h_return,spearman,-0.012563395973473552,1270
A_portfolio,ALL,rsi14,forward_12h_return,pearson,0.06747396537318198,1270
A_portfolio,ALL,rsi14,forward_12h_return,spearman,0.03986682599439119,1270
A_portfolio,ALL,macd_ratio,forward_12h_return,pearson,0.08079504739141576,1270
A_portfolio,ALL,macd_ratio,forward_12h_return,spearman,0.04547287482397141,1270
A_portfolio,ALL,macd_signal_ratio,forward_12h_return,pearson,0.07910683667275897,1270
A_portfolio,ALL,macd_signal_ratio,forward_12h_return,spearman,0.04639556026502931,1270
A_portfolio,ALL,relative_volume_24,forward_12h_return,pearson,-0.014359730725025508,1270
A_portfolio,ALL,relative_volume_24,forward_12h_return,spearman,-0.012401701122378199,1270
A_portfolio,ALL,volume_zscore_24,forward_12h_return,pearson,-0.01328318262289503,1270
A_portfolio,ALL,volume_zscore_24,forward_12h_return,spearman,-0.014383335668591419,1270
A_portfolio,ALL,volume_trend_24_168,forward_12h_return,pearson,-0.011686818584446357,1270
A_portfolio,ALL,volume_trend_24_168,forward_12h_return,spearman,0.01751491603081228,1270
