target,feature_set,model,split,threshold,trades,retained_pct,win_rate_pct,net_profit_usdt,return_pct,average_trade_pct,profit_factor,expectancy_usdt,closed_subset_drawdown_pct,btc_profit_usdt,eth_profit_usdt,regime_counts
profitable_after_fees,B_reduced,hist_gradient,development_oof,0.55,8,4.819277108433735,25.0,-0.2283574599999998,-0.02283574599999998,-0.028514637869579133,0.8977879350617815,-0.028544682499999974,0.20093014399999448,-1.30227669,1.07391923,"{'RANGE': 6, 'LOW_VOLATILITY': 2}"
profitable_after_fees,B_reduced,hist_gradient,development_oof,0.6,2,1.2048192771084338,50.0,1.67714663,0.16771466299999999,0.8384326430550118,11.839558888559559,0.838573315,0.01547246200000245,0.0,1.67714663,{'RANGE': 2}
profitable_after_fees,B_reduced,hist_gradient,development_oof,0.65,0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,{}
profitable_after_fees,B_reduced,hist_gradient,development_oof,0.7,0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,{}
profitable_after_fees,B_reduced,hist_gradient,validation,unfiltered,205,100.0,35.609756097560975,-43.44493954,-4.344493954,-0.2122602899606429,0.8419374082338118,-0.2119265343414634,9.155218251418917,-2.2830576500000026,-41.16188188999999,"{'RANGE': 146, 'TREND_UP': 43, 'HIGH_VOLATILITY': 8, 'LOW_VOLATILITY': 5, 'TREND_DOWN': 3}"
profitable_after_fees,B_reduced,hist_gradient,validation,0.5,24,11.707317073170733,29.166666666666668,-20.614312990000002,-2.061431299,-0.8607243172538618,0.448235958637798,-0.8589297079166668,2.065787528333118,-12.0531898,-8.56112319,"{'RANGE': 18, 'TREND_UP': 3, 'TREND_DOWN': 2, 'HIGH_VOLATILITY': 1}"
profitable_after_fees,B_reduced,hist_gradient,validation,0.55,11,5.365853658536586,18.181818181818183,-7.701863899999999,-0.7701863899999999,-0.7033432165356261,0.41708882766370087,-0.7001694454545454,0.7701863900000036,-5.887074569999999,-1.8147893300000004,"{'RANGE': 7, 'TREND_UP': 3, 'TREND_DOWN': 1}"
profitable_after_fees,B_reduced,hist_gradient,validation,0.6,5,2.4390243902439024,0.0,-10.30393752,-1.030393752,-2.0652667698284093,0.0,-2.060787504,1.0303937519999977,-3.85874322,-6.445194300000001,"{'RANGE': 2, 'TREND_UP': 2, 'TREND_DOWN': 1}"
profitable_after_fees,B_reduced,hist_gradient,validation,0.65,2,0.975609756097561,0.0,-2.95744226,-0.295744226,-1.4853208148360948,0.0,-1.47872113,0.29574422599999933,-2.14618463,-0.81125763,"{'RANGE': 1, 'TREND_DOWN': 1}"
profitable_after_fees,B_reduced,hist_gradient,validation,0.7,0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,{}
profitable_after_fees,C_price,dummy,development_oof,unfiltered,166,100.0,31.92771084337349,-7.420845229999996,-0.7420845229999996,-0.044855654672136896,0.9503796747445725,-0.044703886927710816,4.643765806825128,-18.820491420000003,11.399646189999997,"{'RANGE': 100, 'TREND_UP': 34, 'LOW_VOLATILITY': 30, 'TREND_DOWN': 2}"
profitable_after_fees,C_price,dummy,development_oof,0.5,0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,{}
profitable_after_fees,C_price,dummy,development_oof,0.55,0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,{}
profitable_after_fees,C_price,dummy,development_oof,0.6,0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,{}
profitable_after_fees,C_price,dummy,development_oof,0.65,0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,{}
profitable_after_fees,C_price,dummy,development_oof,0.7,0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,{}
profitable_after_fees,C_price,dummy,validation,unfiltered,205,100.0,35.609756097560975,-43.44493954,-4.344493954,-0.2122602899606429,0.8419374082338118,-0.2119265343414634,9.155218251418917,-2.2830576500000026,-41.16188188999999,"{'RANGE': 146, 'TREND_UP': 43, 'HIGH_VOLATILITY': 8, 'LOW_VOLATILITY': 5, 'TREND_DOWN': 3}"
profitable_after_fees,C_price,dummy,validation,0.5,0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,{}
profitable_after_fees,C_price,dummy,validation,0.55,0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,{}
profitable_after_fees,C_price,dummy,validation,0.6,0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,{}
profitable_after_fees,C_price,dummy,validation,0.65,0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,{}
profitable_after_fees,C_price,dummy,validation,0.7,0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,{}
profitable_after_fees,C_price,logistic,development_oof,unfiltered,166,100.0,31.92771084337349,-7.420845229999996,-0.7420845229999996,-0.044855654672136896,0.9503796747445725,-0.044703886927710816,4.643765806825128,-18.820491420000003,11.399646189999997,"{'RANGE': 100, 'TREND_UP': 34, 'LOW_VOLATILITY': 30, 'TREND_DOWN': 2}"
profitable_after_fees,C_price,logistic,development_oof,0.5,26,15.66265060240964,53.84615384615385,23.050631149999997,2.305063115,0.8858584505317643,2.997027285787238,0.8865627365384614,0.38144607238040984,0.3872835700000006,22.66334758,"{'RANGE': 21, 'LOW_VOLATILITY': 3, 'TREND_UP': 1, 'TREND_DOWN': 1}"
profitable_after_fees,C_price,logistic,development_oof,0.55,16,9.63855421686747,75.0,25.12904393,2.5129043930000003,1.5697774162889249,7.607805367237259,1.570565245625,0.18102210132997804,4.02997523,21.0990687,"{'RANGE': 14, 'TREND_UP': 1, 'TREND_DOWN': 1}"
profitable_after_fees,C_price,logistic,development_oof,0.6,10,6.024096385542169,60.0,9.137966590000001,0.9137966590000002,0.9129313532214474,3.4028731394333134,0.9137966590000002,0.2659806509999953,-0.97230131,10.1102679,"{'RANGE': 9, 'TREND_DOWN': 1}"
profitable_after_fees,C_price,logistic,development_oof,0.65,5,3.0120481927710845,60.0,0.9074552000000002,0.09074552000000002,0.18111193092691558,1.6574745758331557,0.18149104000000005,0.12482259099999737,-0.97230131,1.87975651,"{'RANGE': 4, 'TREND_DOWN': 1}"
profitable_after_fees,C_price,logistic,development_oof,0.7,5,3.0120481927710845,60.0,0.9074552000000002,0.09074552000000002,0.18111193092691558,1.6574745758331557,0.18149104000000005,0.12482259099999737,-0.97230131,1.87975651,"{'RANGE': 4, 'TREND_DOWN': 1}"
